Mod:Item:MetaData, Localized Name
tconstruct:brownstone_stairs_smooth:0, Гладкие ступеньки из браунстоуна
tconstruct:brownstone_stairs_rough:0, Грубые ступеньки из браунстоуна
tconstruct:brownstone_stairs_paver:0, Ступеньки из браунстоуна (плитка)
tconstruct:brownstone_stairs_brick:0, Ступеньки из браунстоуна (кладка)
tconstruct:brownstone_stairs_brick_cracked:0, Ступеньки из браунстоуна (кладка-трещины)
tconstruct:brownstone_stairs_brick_fancy:0, Ступеньки из браунстоуна (кладка-орнамент)
tconstruct:brownstone_stairs_brick_square:0, Ступеньки из браунстоуна (кладка-узор)
tconstruct:brownstone_stairs_brick_triangle:0, Ступеньки из браунстоуна (кладка-треугольник)
tconstruct:brownstone_stairs_brick_small:0, Ступеньки из браунстоуна (малая кладка)
tconstruct:brownstone_stairs_road:0, Ступеньки из браунстоуна (дорога)
tconstruct:brownstone_stairs_tile:0, Ступеньки из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_creeper:0, Ступеньки из браунстоуна (кладка-крипер)
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Синеслизневые ботинки
tconstruct:slime_boots:1, Зелёнослизневые ботинки
tconstruct:slime_boots:2, Фиолетослизневые ботинки
tconstruct:slime_boots:3, Кровавые ботинки
tconstruct:slime_boots:4, Огнеслизневые ботинки
tconstruct:piggybackpack, Рюкзак-седло
tconstruct:throwball:0, Светоснежок
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Каменный стержень
tconstruct:fancy_frame:0, Красивая рамка
tconstruct:fancy_frame:1, Рамка из алюминиевой латуни
tconstruct:fancy_frame:2, Рамка из кобальта
tconstruct:fancy_frame:3, Рамка из ардита
tconstruct:fancy_frame:4, Рамка из маньюлина
tconstruct:fancy_frame:5, Золотая рамка
tconstruct:fancy_frame:6, Стеклянная рамка
tconstruct:moms_spaghetti, Мамины спагетти
conarm:helmet_core:0, Деревянн. ядро шлема
conarm:helmet_core:0, Каменн. ядро шлема
conarm:helmet_core:0, Кремнев. ядро шлема
conarm:helmet_core:0, Кактусов. ядро шлема
conarm:helmet_core:0, Костян. ядро шлема
conarm:helmet_core:0, Обсидианов. ядро шлема
conarm:helmet_core:0, Призмаринов. ядро шлема
conarm:helmet_core:0, Эндеровск. ядро шлема
conarm:helmet_core:0, Бумажн. ядро шлема
conarm:helmet_core:0, Губочн. ядро шлема
conarm:helmet_core:0, Огнедерев. ядро шлема
conarm:helmet_core:0, Железн. ядро шлема
conarm:helmet_core:0, Свиностальн. ядро шлема
conarm:helmet_core:0, Слизестальн. ядро шлема
conarm:helmet_core:0, Слизнев. ядро шлема
conarm:helmet_core:0, Синеслизнев. ядро шлема
conarm:helmet_core:0, Огнеслизнев. ядро шлема
conarm:helmet_core:0, Адокаменн. ядро шлема
conarm:helmet_core:0, Кобальтов. ядро шлема
conarm:helmet_core:0, Ардитов. ядро шлема
conarm:helmet_core:0, Маньюлинов. ядро шлема
conarm:helmet_core:0, Медн. ядро шлема
conarm:helmet_core:0, Бронзов. ядро шлема
conarm:helmet_core:0, Свинцов. ядро шлема
conarm:helmet_core:0, Серебрян. ядро шлема
conarm:helmet_core:0, Электрумов. ядро шлема
conarm:helmet_core:0, Стальн. ядро шлема
conarm:armor_trim:0, Деревянн. отделка брони
conarm:armor_trim:0, Каменн. отделка брони
conarm:armor_trim:0, Кремнев. отделка брони
conarm:armor_trim:0, Кактусов. отделка брони
conarm:armor_trim:0, Костян. отделка брони
conarm:armor_trim:0, Обсидианов. отделка брони
conarm:armor_trim:0, Призмаринов. отделка брони
conarm:armor_trim:0, Эндеровск. отделка брони
conarm:armor_trim:0, Бумажн. отделка брони
conarm:armor_trim:0, Губочн. отделка брони
conarm:armor_trim:0, Огнедерев. отделка брони
conarm:armor_trim:0, Железн. отделка брони
conarm:armor_trim:0, Свиностальн. отделка брони
conarm:armor_trim:0, Слизестальн. отделка брони
conarm:armor_trim:0, Слизнев. отделка брони
conarm:armor_trim:0, Синеслизнев. отделка брони
conarm:armor_trim:0, Огнеслизнев. отделка брони
conarm:armor_trim:0, Адокаменн. отделка брони
conarm:armor_trim:0, Кобальтов. отделка брони
conarm:armor_trim:0, Ардитов. отделка брони
conarm:armor_trim:0, Маньюлинов. отделка брони
conarm:armor_trim:0, Медн. отделка брони
conarm:armor_trim:0, Бронзов. отделка брони
conarm:armor_trim:0, Свинцов. отделка брони
conarm:armor_trim:0, Серебрян. отделка брони
conarm:armor_trim:0, Электрумов. отделка брони
conarm:armor_trim:0, Стальн. отделка брони
conarm:armor_plate:0, Деревянн. Пластина
conarm:armor_plate:0, Каменн. Пластина
conarm:armor_plate:0, Кремнев. Пластина
conarm:armor_plate:0, Кактусов. Пластина
conarm:armor_plate:0, Костян. Пластина
conarm:armor_plate:0, Обсидианов. Пластина
conarm:armor_plate:0, Призмаринов. Пластина
conarm:armor_plate:0, Эндеровск. Пластина
conarm:armor_plate:0, Бумажн. Пластина
conarm:armor_plate:0, Губочн. Пластина
conarm:armor_plate:0, Огнедерев. Пластина
conarm:armor_plate:0, Железн. Пластина
conarm:armor_plate:0, Свиностальн. Пластина
conarm:armor_plate:0, Слизестальн. Пластина
conarm:armor_plate:0, Слизнев. Пластина
conarm:armor_plate:0, Синеслизнев. Пластина
conarm:armor_plate:0, Огнеслизнев. Пластина
conarm:armor_plate:0, Адокаменн. Пластина
conarm:armor_plate:0, Кобальтов. Пластина
conarm:armor_plate:0, Ардитов. Пластина
conarm:armor_plate:0, Маньюлинов. Пластина
conarm:armor_plate:0, Медн. Пластина
conarm:armor_plate:0, Бронзов. Пластина
conarm:armor_plate:0, Свинцов. Пластина
conarm:armor_plate:0, Серебрян. Пластина
conarm:armor_plate:0, Электрумов. Пластина
conarm:armor_plate:0, Стальн. Пластина
conarm:chest_core:0, Деревянн. ядро нагрудника
conarm:chest_core:0, Каменн. ядро нагрудника
conarm:chest_core:0, Кремнев. ядро нагрудника
conarm:chest_core:0, Кактусов. ядро нагрудника
conarm:chest_core:0, Костян. ядро нагрудника
conarm:chest_core:0, Обсидианов. ядро нагрудника
conarm:chest_core:0, Призмаринов. ядро нагрудника
conarm:chest_core:0, Эндеровск. ядро нагрудника
conarm:chest_core:0, Бумажн. ядро нагрудника
conarm:chest_core:0, Губочн. ядро нагрудника
conarm:chest_core:0, Огнедерев. ядро нагрудника
conarm:chest_core:0, Железн. ядро нагрудника
conarm:chest_core:0, Свиностальн. ядро нагрудника
conarm:chest_core:0, Слизестальн. ядро нагрудника
conarm:chest_core:0, Слизнев. ядро нагрудника
conarm:chest_core:0, Синеслизнев. ядро нагрудника
conarm:chest_core:0, Огнеслизнев. ядро нагрудника
conarm:chest_core:0, Адокаменн. ядро нагрудника
conarm:chest_core:0, Кобальтов. ядро нагрудника
conarm:chest_core:0, Ардитов. ядро нагрудника
conarm:chest_core:0, Маньюлинов. ядро нагрудника
conarm:chest_core:0, Медн. ядро нагрудника
conarm:chest_core:0, Бронзов. ядро нагрудника
conarm:chest_core:0, Свинцов. ядро нагрудника
conarm:chest_core:0, Серебрян. ядро нагрудника
conarm:chest_core:0, Электрумов. ядро нагрудника
conarm:chest_core:0, Стальн. ядро нагрудника
conarm:leggings_core:0, Деревянн. ядро понож
conarm:leggings_core:0, Каменн. ядро понож
conarm:leggings_core:0, Кремнев. ядро понож
conarm:leggings_core:0, Кактусов. ядро понож
conarm:leggings_core:0, Костян. ядро понож
conarm:leggings_core:0, Обсидианов. ядро понож
conarm:leggings_core:0, Призмаринов. ядро понож
conarm:leggings_core:0, Эндеровск. ядро понож
conarm:leggings_core:0, Бумажн. ядро понож
conarm:leggings_core:0, Губочн. ядро понож
conarm:leggings_core:0, Огнедерев. ядро понож
conarm:leggings_core:0, Железн. ядро понож
conarm:leggings_core:0, Свиностальн. ядро понож
conarm:leggings_core:0, Слизестальн. ядро понож
conarm:leggings_core:0, Слизнев. ядро понож
conarm:leggings_core:0, Синеслизнев. ядро понож
conarm:leggings_core:0, Огнеслизнев. ядро понож
conarm:leggings_core:0, Адокаменн. ядро понож
conarm:leggings_core:0, Кобальтов. ядро понож
conarm:leggings_core:0, Ардитов. ядро понож
conarm:leggings_core:0, Маньюлинов. ядро понож
conarm:leggings_core:0, Медн. ядро понож
conarm:leggings_core:0, Бронзов. ядро понож
conarm:leggings_core:0, Свинцов. ядро понож
conarm:leggings_core:0, Серебрян. ядро понож
conarm:leggings_core:0, Электрумов. ядро понож
conarm:leggings_core:0, Стальн. ядро понож
conarm:boots_core:0, Деревянн. ядро ботинок
conarm:boots_core:0, Каменн. ядро ботинок
conarm:boots_core:0, Кремнев. ядро ботинок
conarm:boots_core:0, Кактусов. ядро ботинок
conarm:boots_core:0, Костян. ядро ботинок
conarm:boots_core:0, Обсидианов. ядро ботинок
conarm:boots_core:0, Призмаринов. ядро ботинок
conarm:boots_core:0, Эндеровск. ядро ботинок
conarm:boots_core:0, Бумажн. ядро ботинок
conarm:boots_core:0, Губочн. ядро ботинок
conarm:boots_core:0, Огнедерев. ядро ботинок
conarm:boots_core:0, Железн. ядро ботинок
conarm:boots_core:0, Свиностальн. ядро ботинок
conarm:boots_core:0, Слизестальн. ядро ботинок
conarm:boots_core:0, Слизнев. ядро ботинок
conarm:boots_core:0, Синеслизнев. ядро ботинок
conarm:boots_core:0, Огнеслизнев. ядро ботинок
conarm:boots_core:0, Адокаменн. ядро ботинок
conarm:boots_core:0, Кобальтов. ядро ботинок
conarm:boots_core:0, Ардитов. ядро ботинок
conarm:boots_core:0, Маньюлинов. ядро ботинок
conarm:boots_core:0, Медн. ядро ботинок
conarm:boots_core:0, Бронзов. ядро ботинок
conarm:boots_core:0, Свинцов. ядро ботинок
conarm:boots_core:0, Серебрян. ядро ботинок
conarm:boots_core:0, Электрумов. ядро ботинок
conarm:boots_core:0, Стальн. ядро ботинок
conarm:helmet, шлем
conarm:chestplate, нагрудник
conarm:leggings, поножи
conarm:boots, ботинки
conarm:book, Материалы и вы - Оружейное дополнение
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Защита
conarm:resist_mat_fire, Огнеупорность
conarm:resist_mat_proj, Защита от снарядов
conarm:resist_mat_blast, Взрывоустойчивость
conarm:gauntlet_mat, Перчатка (База)
conarm:gauntlet_mat_speed, Перчатка Ловкости
conarm:gauntlet_mat_attack, Перчатки Силы
conarm:gauntlet_mat_reach, Перчатка Магнетизма
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Пояс путешественника (База)
conarm:travel_belt, Пояс путешественника (Хранилище)
conarm:travel_potion, Пояс путешественника (Алхимия)
conarm:travel_sack, Ранец путешественника
conarm:travel_goggles_base, Очки путешественника (База)
conarm:travel_goggles, Очки путешественника (Приближение)
conarm:travel_night, Очки путешественника (Ночное зрение)
conarm:travel_cloak, Плащ путешественника (База)
conarm:travel_sneak, Плащ путешественника (Невидимость)
conarm:travel_slowfall, Плащ путешественника (Медленное падение)
conarm:travel_soul, Очки путешественника (Взгляд души)
conarm:polishing_kit:0, Деревянн. Набор для полировки
conarm:polishing_kit:0, Каменн. Набор для полировки
conarm:polishing_kit:0, Кремнев. Набор для полировки
conarm:polishing_kit:0, Кактусов. Набор для полировки
conarm:polishing_kit:0, Костян. Набор для полировки
conarm:polishing_kit:0, Обсидианов. Набор для полировки
conarm:polishing_kit:0, Призмаринов. Набор для полировки
conarm:polishing_kit:0, Эндеровск. Набор для полировки
conarm:polishing_kit:0, Бумажн. Набор для полировки
conarm:polishing_kit:0, Губочн. Набор для полировки
conarm:polishing_kit:0, Огнедерев. Набор для полировки
conarm:polishing_kit:0, Железн. Набор для полировки
conarm:polishing_kit:0, Свиностальн. Набор для полировки
conarm:polishing_kit:0, Слизестальн. Набор для полировки
conarm:polishing_kit:0, Слизнев. Набор для полировки
conarm:polishing_kit:0, Синеслизнев. Набор для полировки
conarm:polishing_kit:0, Огнеслизнев. Набор для полировки
conarm:polishing_kit:0, Адокаменн. Набор для полировки
conarm:polishing_kit:0, Кобальтов. Набор для полировки
conarm:polishing_kit:0, Ардитов. Набор для полировки
conarm:polishing_kit:0, Маньюлинов. Набор для полировки
conarm:polishing_kit:0, Медн. Набор для полировки
conarm:polishing_kit:0, Бронзов. Набор для полировки
conarm:polishing_kit:0, Свинцов. Набор для полировки
conarm:polishing_kit:0, Серебрян. Набор для полировки
conarm:polishing_kit:0, Электрумов. Набор для полировки
conarm:polishing_kit:0, Стальн. Набор для полировки
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorforge:0, Кузня брони
conarm:armorstation:0, Станция брони
bloodmagic:altar, Кровавый алтарь
bloodmagic:blood_rune:0, Чистая руна
bloodmagic:blood_rune:1, Руна скорости
bloodmagic:blood_rune:2, Руна эффективности
bloodmagic:blood_rune:3, Руна жертвоприношения
bloodmagic:blood_rune:4, Руна самопожертвования
bloodmagic:blood_rune:5, Руна перемещения
bloodmagic:blood_rune:6, Руна ёмкости
bloodmagic:blood_rune:7, Руна дополнительной ёмкости
bloodmagic:blood_rune:8, Руна шара
bloodmagic:blood_rune:9, Руна ускорения
bloodmagic:blood_rune:10, Руна заряда
bloodmagic:ritual_controller:0, Главный ритуальный камень
bloodmagic:ritual_controller:1, Неполноценный ритуальный камень
bloodmagic:ritual_controller:2, Инвертированный ритуальный камень
bloodmagic:ritual_stone:0, Ритуальный камень
bloodmagic:ritual_stone:1, Ритуальный камень воды
bloodmagic:ritual_stone:2, Ритуальный камень огня
bloodmagic:ritual_stone:3, Ритуальный камень земли
bloodmagic:ritual_stone:4, Ритуальный камень воздуха
bloodmagic:ritual_stone:5, Ритуальный камень сумерек
bloodmagic:ritual_stone:6, Ритуальный камень рассвета
bloodmagic:teleposer, Телепозер
bloodmagic:soul_forge, Адская кузница
bloodmagic:incense_altar, Жертвенник для курений
bloodmagic:demon_crucible, Демонический тигель
bloodmagic:demon_pylon, Демонический пилон
bloodmagic:demon_crystallizer, Демонический кристаллизатор
bloodmagic:demon_crystal:0, Кристальный кластер демонической энергии
bloodmagic:demon_crystal:1, Кристальный кластер коррозионной энергии
bloodmagic:demon_crystal:2, Кристальный кластер разрушительной энергии
bloodmagic:demon_crystal:3, Кристальный кластер мстительной энергии
bloodmagic:demon_crystal:4, Кристальный кластер устойчивой энергии
bloodmagic:alchemy_table, Стол алхимии
bloodmagic:decorative_brick:0, Большой кровавый кирпич
bloodmagic:decorative_brick:1, Кровавый кирпич
bloodmagic:path:0, Деревянная дорожка
bloodmagic:path:1, Узорная деревянная дорожка
bloodmagic:path:2, Каменная дорожка
bloodmagic:path:3, Узорная каменная дорожка
bloodmagic:path:4, Старая каменная дорожка
bloodmagic:path:5, Узорная старая каменная дорожка
bloodmagic:path:6, Обсидиановая дорожка
bloodmagic:path:7, Узорная обсидиановая дорожка
bloodmagic:master_routing_node, Master Routing Node
bloodmagic:input_routing_node, Input Routing Node
bloodmagic:output_routing_node, Output Routing Node
bloodmagic:item_routing_node, Routing Node
bloodmagic:blood_tank:0, Резервуар крови Уровень 1
bloodmagic:blood_tank:1, Резервуар крови Уровень 2
bloodmagic:blood_tank:2, Резервуар крови Уровень 3
bloodmagic:blood_tank:3, Резервуар крови Уровень 4
bloodmagic:blood_tank:4, Резервуар крови Уровень 5
bloodmagic:blood_tank:5, Резервуар крови Уровень 6
bloodmagic:blood_tank:6, Резервуар крови Уровень 7
bloodmagic:blood_tank:7, Резервуар крови Уровень 8
bloodmagic:blood_tank:8, Резервуар крови Уровень 9
bloodmagic:blood_tank:9, Резервуар крови Уровень 10
bloodmagic:blood_tank:10, Резервуар крови Уровень 11
bloodmagic:blood_tank:11, Резервуар крови Уровень 12
bloodmagic:blood_tank:12, Резервуар крови Уровень 13
bloodmagic:blood_tank:13, Резервуар крови Уровень 14
bloodmagic:blood_tank:14, Резервуар крови Уровень 15
bloodmagic:blood_tank:15, Резервуар крови Уровень 16
bloodmagic:mimic:0, Эфирный непрозрачный поддельный блок
bloodmagic:mimic:1, Непрозрачный поддельный блок
bloodmagic:mimic:2, Чистый поддельный блок
bloodmagic:mimic:3, Светящийся поддельный блок
bloodmagic:mimic:4, Разумный поддельный блок
bloodmagic:demon_brick_1:0, Сырые каменные кирпичи
bloodmagic:demon_brick_1:1, Коррозионные каменные кирпичи
bloodmagic:demon_brick_1:2, Разрушительные каменные кирпичи
bloodmagic:demon_brick_1:3, Мстительные каменные кирпичи
bloodmagic:demon_brick_1:4, Устойчивые каменные кирпичи
bloodmagic:demon_brick_2:0, Small Raw Stone Bricks
bloodmagic:demon_brick_2:1, Small Corrosive Stone Bricks
bloodmagic:demon_brick_2:2, Small Destructive Stone Bricks
bloodmagic:demon_brick_2:3, Small Vengeful Stone Bricks
bloodmagic:demon_brick_2:4, Small Steadfast Stone Bricks
bloodmagic:demon_brick_2:5, Raw Stone Tiles
bloodmagic:demon_brick_2:6, Corrosive Stone Tiles
bloodmagic:demon_brick_2:7, Destructive Stone Tiles
bloodmagic:demon_brick_2:8, Vengeful Stone Tiles
bloodmagic:demon_brick_2:9, Steadfast Stone Tiles
bloodmagic:demon_brick_2:10, Accented Raw Stone Tiles
bloodmagic:demon_brick_2:11, Accented Corrosive Stone Tiles
bloodmagic:demon_brick_2:12, Accented Destructive Stone Tiles
bloodmagic:demon_brick_2:13, Accented Vengeful Stone Tiles
bloodmagic:demon_brick_2:14, Accented Steadfast Stone Tiles
bloodmagic:demon_extras:0, Raw Stone
bloodmagic:demon_extras:1, Corrosive Stone
bloodmagic:demon_extras:2, Destructive Stone
bloodmagic:demon_extras:3, Vengeful Stone
bloodmagic:demon_extras:4, Steadfast Stone
bloodmagic:demon_extras:5, Polished Raw Stone
bloodmagic:demon_extras:6, Polished Corrosive Stone
bloodmagic:demon_extras:7, Polished Destructive Stone
bloodmagic:demon_extras:8, Polished Vengeful Stone
bloodmagic:demon_extras:9, Polished Steadfast Stone
bloodmagic:demon_extras:10, Raw Demon Alloy
bloodmagic:demon_extras:11, Corrosive Demon Alloy
bloodmagic:demon_extras:12, Destructive Demon Alloy
bloodmagic:demon_extras:13, Vengeful Demon Alloy
bloodmagic:demon_extras:14, Steadfast Demon Alloy
bloodmagic:demon_pillar_1:0, Raw Stone Pillar
bloodmagic:demon_pillar_1:1, Corrosive Stone Pillar
bloodmagic:demon_pillar_1:2, Destructive Stone Pillar
bloodmagic:demon_pillar_1:3, Vengeful Stone Pillar
bloodmagic:demon_pillar_1:4, Steadfast Stone Pillar
bloodmagic:demon_pillar_2:0, Accented Raw Stone Pillar
bloodmagic:demon_pillar_2:1, Accented Corrosive Stone Pillar
bloodmagic:demon_pillar_2:2, Accented Destructive Stone Pillar
bloodmagic:demon_pillar_2:3, Accented Vengeful Stone Pillar
bloodmagic:demon_pillar_2:4, Accented Steadfast Stone Pillar
bloodmagic:demon_pillar_cap_1:0, Raw Stone Pillar Cap
bloodmagic:demon_pillar_cap_1:1, Corrosive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:0, Destructive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:1, Vengeful Stone Pillar Cap
bloodmagic:demon_pillar_cap_3, tile.bloodmagic.pillarCap3..name
bloodmagic:demon_light:0, Raw Demon Eye
bloodmagic:demon_light:1, Corrosive Demon Eye
bloodmagic:demon_light:2, Destructive Demon Eye
bloodmagic:demon_light:3, Vengeful Demon Eye
bloodmagic:demon_light:4, Steadfast Demon Eye
bloodmagic:demon_wall_1:0, Raw Stone Brick Wall
bloodmagic:demon_wall_1:1, Corrosive Stone Brick Wall
bloodmagic:demon_wall_1:2, Destructive Stone Brick Wall
bloodmagic:demon_wall_1:3, Vengeful Stone Brick Wall
bloodmagic:demon_wall_1:4, Steadfast Stone Brick Wall
bloodmagic:demon_wall_1:5, Raw Small Stone Brick Wall
bloodmagic:demon_wall_1:6, Corrosive Small Stone Brick Wall
bloodmagic:demon_wall_1:7, Destructive Small Stone Brick Wall
bloodmagic:demon_wall_1:8, Vengeful Small Stone Brick Wall
bloodmagic:demon_wall_1:9, Steadfast Small Stone Brick Wall
bloodmagic:demon_wall_1:10, Raw Stone Wall
bloodmagic:demon_wall_1:11, Corrosive Stone Wall
bloodmagic:demon_wall_1:12, Destructive Stone Wall
bloodmagic:demon_wall_1:13, Vengeful Stone Wall
bloodmagic:demon_wall_1:14, Steadfast Stone Wall
bloodmagic:demon_stairs_1:0, Raw Stone Stairs
bloodmagic:demon_stairs_1:1, Corrosive Stone Stairs
bloodmagic:demon_stairs_2:0, Destructive Stone Stairs
bloodmagic:demon_stairs_2:1, Vengeful Stone Stairs
bloodmagic:demon_stairs_3, tile.bloodmagic.stairs3..name
bloodmagic:inversion_pillar:0, Raw Inversion Pillar
bloodmagic:inversion_pillar:1, Corrosive Inversion Pillar
bloodmagic:inversion_pillar:2, Destructive Inversion Pillar
bloodmagic:inversion_pillar:3, Vengeful Inversion Pillar
bloodmagic:inversion_pillar:4, Steadfast Inversion Pillar
bloodmagic:inversion_pillar_end:0, Raw Inversion Pillar Base
bloodmagic:inversion_pillar_end:1, Raw Inversion Pillar Cap
bloodmagic:inversion_pillar_end:2, Corrosive Inversion Pillar Base
bloodmagic:inversion_pillar_end:3, Corrosive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:4, Destructive Inversion Pillar Base
bloodmagic:inversion_pillar_end:5, Destructive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:6, Vengeful Inversion Pillar Base
bloodmagic:inversion_pillar_end:7, Vengeful Inversion Pillar Cap
bloodmagic:inversion_pillar_end:8, Steadfast Inversion Pillar Base
bloodmagic:inversion_pillar_end:9, Steadfast Inversion Pillar Cap
bloodmagic:blood_orb:0, Слабый кровавый шар
bloodmagic:blood_orb:0, Кровавый шар ученика
bloodmagic:blood_orb:0, Кровавый шар мага
bloodmagic:blood_orb:0, Кровавый шар мастера
bloodmagic:blood_orb:0, Кровавый шар архимага
bloodmagic:activation_crystal:0, Слабый кристалл активации
bloodmagic:activation_crystal:1, Пробуждённый кристалл активации
bloodmagic:activation_crystal:2, Творческий кристалл активации
bloodmagic:slate:0, Чистая плитка
bloodmagic:slate:1, Укреплённая плитка
bloodmagic:slate:2, Пропитанная плитка
bloodmagic:slate:3, Демоническая плитка
bloodmagic:slate:4, Эфирная плитка
bloodmagic:inscription_tool:1, Инструмент начертания элемента: Вода
bloodmagic:inscription_tool:2, Инструмент начертания элемента: Огонь
bloodmagic:inscription_tool:3, Инструмент начертания элемента: Земля
bloodmagic:inscription_tool:4, Инструмент начертания элемента: Воздух
bloodmagic:inscription_tool:5, Инструмент начертания элемента: Сумерки
bloodmagic:sacrificial_dagger:0, Жертвенный кинжал
bloodmagic:sacrificial_dagger:1, Творческий жертвенный кинжал
bloodmagic:pack_sacrifice, Coat of Arms
bloodmagic:pack_self_sacrifice, Blood Letter's Pack
bloodmagic:dagger_of_sacrifice, Кинжал жертвоприношения
bloodmagic:ritual_diviner:0, Предсказатель ритуала
bloodmagic:ritual_diviner:1, Предсказатель ритуала [Сумерки]
bloodmagic:ritual_diviner:2, Предсказатель ритуала [Рассвет]
bloodmagic:ritual_dismantler, Ritual Dismantler
bloodmagic:ritual_reader, Редактор ритуала
bloodmagic:lava_crystal, Лавовый кристалл
bloodmagic:bound_sword, Связанный клинок
bloodmagic:bound_pickaxe, Связанная кирка
bloodmagic:bound_axe, Связанный топор
bloodmagic:bound_shovel, Связанная лопата
bloodmagic:sigil_divination, Сигил предсказания
bloodmagic:sigil_air, Сигил воздуха
bloodmagic:sigil_water, Сигил воды
bloodmagic:sigil_lava, Сигил лавы
bloodmagic:sigil_void, Сигил пустоты
bloodmagic:sigil_green_grove, Сигил зеленой рощи
bloodmagic:sigil_blood_light, Сигил кровавого светильника
bloodmagic:sigil_elemental_affinity, Сигил стихийного родства
bloodmagic:sigil_magnetism, Сигил притяжения
bloodmagic:sigil_suppression, Сигил подавления
bloodmagic:sigil_haste, Сигил скорости
bloodmagic:sigil_fast_miner, Сигил быстрого копателя
bloodmagic:sigil_seer, Сигил зрения
bloodmagic:sigil_phantom_bridge, Сигил призрачного моста
bloodmagic:sigil_whirlwind, Сигил вихря
bloodmagic:sigil_compression, Сигил сжатия
bloodmagic:sigil_ender_severance, Сигил разрыва Края
bloodmagic:sigil_holding, Сигил удержания
bloodmagic:sigil_teleposition, Сигил телепозиции
bloodmagic:sigil_transposition, Сигил транспозиции
bloodmagic:sigil_claw, Сигил когтя
bloodmagic:sigil_bounce, Сигил эластичности
bloodmagic:sigil_frost, Сигил зимнего дыхания
bloodmagic:component:0, Реагент воды
bloodmagic:component:1, Реагент лавы
bloodmagic:component:2, Реагент воздуха
bloodmagic:component:3, Реагент добычи
bloodmagic:component:4, Реагент пустоты
bloodmagic:component:5, Реагент роста
bloodmagic:component:6, Реагент стихийного родства
bloodmagic:component:7, Реагент взгляда
bloodmagic:component:8, Реагент связи
bloodmagic:component:9, Реагент подавления
bloodmagic:component:10, Части каркаса
bloodmagic:component:11, Реагент света
bloodmagic:component:12, Реагент притяжения
bloodmagic:component:13, Реагент скорости
bloodmagic:component:14, Реагент сжатия
bloodmagic:component:15, Реагент моста
bloodmagic:component:16, Реагент разрыва
bloodmagic:component:17, Реагент телепозиции
bloodmagic:component:18, Реагент транспозиции
bloodmagic:component:19, Железный песок
bloodmagic:component:20, Золотой песок
bloodmagic:component:21, Угольный песок
bloodmagic:component:22, Растительное масло
bloodmagic:component:23, Сера
bloodmagic:component:24, Селитра
bloodmagic:component:25, Нейротоксин
bloodmagic:component:26, Антисептик
bloodmagic:component:27, Реагент удержания
bloodmagic:component:28, Слабый удлиняющий катализатор
bloodmagic:component:29, Слабый усиливающий катализатор
bloodmagic:component:30, Реагент крюка
bloodmagic:component:31, Реагент эластичности
bloodmagic:component:32, Реагент заморозки
bloodmagic:item_demon_crystal:0, Кристалл демонической энергии
bloodmagic:item_demon_crystal:1, Кристалл коррозионной энергии
bloodmagic:item_demon_crystal:2, Кристалл разрушающей энергии
bloodmagic:item_demon_crystal:3, Кристалл мстительной энергии
